"gutenberg_id" "text"
766 "invitation of the clerk on duty, passed behind the counter, and sat down"
766 "on the scale at which they weighed the luggage. Here, as I sat looking"
766 "at the parcels, packages, and books, and inhaling the smell of stables"
766 "(ever since associated with that morning), a procession of most"
766 "tremendous considerations began to march through my mind. Supposing"
766 "nobody should ever fetch me, how long would they consent to keep me"
766 "there? Would they keep me long enough to spend seven shillings? Should I"
766 "sleep at night in one of those wooden bins, with the other luggage,"
766 "and wash myself at the pump in the yard in the morning; or should I"
766 "be turned out every night, and expected to come again to be left till"
766 "called for, when the office opened next day? Supposing there was no"
766 "mistake in the case, and Mr. Murdstone had devised this plan to get rid"
766 "of me, what should I do? If they allowed me to remain there until my"
766 "seven shillings were spent, I couldn't hope to remain there when I began"
766 "to starve. That would obviously be inconvenient and unpleasant to the"
766 "customers, besides entailing on the Blue Whatever-it-was, the risk of"
766 "funeral expenses. If I started off at once, and tried to walk back home,"
766 "how could I ever find my way, how could I ever hope to walk so far, how"
766 "could I make sure of anyone but Peggotty, even if I got back? If I"
766 "found out the nearest proper authorities, and offered myself to go for a"
766 "soldier, or a sailor, I was such a little fellow that it was most likely"
766 "they wouldn't take me in. These thoughts, and a hundred other such"
766 "thoughts, turned me burning hot, and made me giddy with apprehension and"
766 "dismay. I was in the height of my fever when a man entered and whispered"
766 "to the clerk, who presently slanted me off the scale, and pushed me over"
766 "to him, as if I were weighed, bought, delivered, and paid for."
766 ""
766 "As I went out of the office, hand in hand with this new acquaintance,"
766 "I stole a look at him. He was a gaunt, sallow young man, with hollow"
766 "cheeks, and a chin almost as black as Mr. Murdstone's; but there the"
766 "likeness ended, for his whiskers were shaved off, and his hair, instead"
766 "of being glossy, was rusty and dry. He was dressed in a suit of black"
766 "clothes which were rather rusty and dry too, and rather short in the"
766 "sleeves and legs; and he had a white neck-kerchief on, that was not"
766 "over-clean. I did not, and do not, suppose that this neck-kerchief was"
766 "all the linen he wore, but it was all he showed or gave any hint of."
766 ""
766 "'You're the new boy?' he said. 'Yes, sir,' I said."
766 ""
766 "I supposed I was. I didn't know."
766 ""
766 "'I'm one of the masters at Salem House,' he said."
766 ""
766 "I made him a bow and felt very much overawed. I was so ashamed to allude"
766 "to a commonplace thing like my box, to a scholar and a master at Salem"
766 "House, that we had gone some little distance from the yard before I had"
766 "the hardihood to mention it. We turned back, on my humbly insinuating"
766 "that it might be useful to me hereafter; and he told the clerk that the"
766 "carrier had instructions to call for it at noon."
766 ""
766 "'If you please, sir,' I said, when we had accomplished about the same"
766 "distance as before, 'is it far?'"
766 ""
766 "'It's down by Blackheath,' he said."
766 ""
766 "'Is that far, sir?' I diffidently asked."
766 ""
766 "'It's a good step,' he said. 'We shall go by the stage-coach. It's about"
766 "six miles.'"
766 ""
766 "I was so faint and tired, that the idea of holding out for six miles"
766 "more, was too much for me. I took heart to tell him that I had had"
766 "nothing all night, and that if he would allow me to buy something to"
766 "eat, I should be very much obliged to him. He appeared surprised at"
766 "this--I see him stop and look at me now--and after considering for a few"
766 "moments, said he wanted to call on an old person who lived not far off,"
766 "and that the best way would be for me to buy some bread, or whatever I"
766 "liked best that was wholesome, and make my breakfast at her house, where"
766 "we could get some milk."
766 ""
766 "Accordingly we looked in at a baker's window, and after I had made a"
766 "series of proposals to buy everything that was bilious in the shop, and"
766 "he had rejected them one by one, we decided in favour of a nice little"
766 "loaf of brown bread, which cost me threepence. Then, at a grocer's shop,"
766 "we bought an egg and a slice of streaky bacon; which still left what"
766 "I thought a good deal of change, out of the second of the bright"
766 "shillings, and made me consider London a very cheap place. These"
766 "provisions laid in, we went on through a great noise and uproar that"
766 "confused my weary head beyond description, and over a bridge which, no"
766 "doubt, was London Bridge (indeed I think he told me so, but I was half"
766 "asleep), until we came to the poor person's house, which was a part of"
766 "some alms-houses, as I knew by their look, and by an inscription on a"
766 "stone over the gate which said they were established for twenty-five"
766 "poor women."
766 ""
766 "The Master at Salem House lifted the latch of one of a number of little"
766 "black doors that were all alike, and had each a little diamond-paned"
766 "window on one side, and another little diamond--paned window above; and"
766 "we went into the little house of one of these poor old women, who was"
766 "blowing a fire to make a little saucepan boil. On seeing the master"
766 "enter, the old woman stopped with the bellows on her knee, and said"
766 "something that I thought sounded like 'My Charley!' but on seeing me"
766 "come in too, she got up, and rubbing her hands made a confused sort of"
766 "half curtsey."
766 ""
766 "'Can you cook this young gentleman's breakfast for him, if you please?'"
766 "said the Master at Salem House."
766 ""
766 "'Can I?' said the old woman. 'Yes can I, sure!'"
766 ""
766 "'How's Mrs. Fibbitson today?' said the Master, looking at another old"
766 "woman in a large chair by the fire, who was such a bundle of clothes"
766 "that I feel grateful to this hour for not having sat upon her by"
766 "mistake."
766 ""
766 "'Ah, she's poorly,' said the first old woman. 'It's one of her bad days."
766 "If the fire was to go out, through any accident, I verily believe she'd"
766 "go out too, and never come to life again.'"
766 ""
766 "As they looked at her, I looked at her also. Although it was a warm day,"
766 "she seemed to think of nothing but the fire. I fancied she was jealous"
766 "even of the saucepan on it; and I have reason to know that she took its"
766 "impressment into the service of boiling my egg and broiling my bacon, in"
766 "dudgeon; for I saw her, with my own discomfited eyes, shake her fist at"
766 "me once, when those culinary operations were going on, and no one else"
766 "was looking. The sun streamed in at the little window, but she sat with"
766 "her own back and the back of the large chair towards it, screening the"
766 "fire as if she were sedulously keeping IT warm, instead of it keeping"
766 "her warm, and watching it in a most distrustful manner. The completion"
766 "of the preparations for my breakfast, by relieving the fire, gave her"
766 "such extreme joy that she laughed aloud--and a very unmelodious laugh"
766 "she had, I must say."
766 ""
766 "I sat down to my brown loaf, my egg, and my rasher of bacon, with a"
766 "basin of milk besides, and made a most delicious meal. While I was yet"
766 "in the full enjoyment of it, the old woman of the house said to the"
766 "Master:"
766 ""
766 "'Have you got your flute with you?'"
766 ""
766 "'Yes,' he returned."
766 ""
766 "'Have a blow at it,' said the old woman, coaxingly. 'Do!'"
766 ""
766 "The Master, upon this, put his hand underneath the skirts of his coat,"
766 "and brought out his flute in three pieces, which he screwed together,"
766 "and began immediately to play. My impression is, after many years of"
766 "consideration, that there never can have been anybody in the world who"
766 "played worse. He made the most dismal sounds I have ever heard produced"
766 "by any means, natural or artificial. I don't know what the tunes"
766 "were--if there were such things in the performance at all, which I"
766 "doubt--but the influence of the strain upon me was, first, to make me"
766 "think of all my sorrows until I could hardly keep my tears back; then to"
766 "take away my appetite; and lastly, to make me so sleepy that I couldn't"
766 "keep my eyes open. They begin to close again, and I begin to nod, as the"
766 "recollection rises fresh upon me. Once more the little room, with its"
766 "open corner cupboard, and its square-backed chairs, and its angular"
766 "little staircase leading to the room above, and its three peacock's"
766 "feathers displayed over the mantelpiece--I remember wondering when I"
766 "first went in, what that peacock would have thought if he had known what"
766 "his finery was doomed to come to--fades from before me, and I nod, and"
766 "sleep. The flute becomes inaudible, the wheels of the coach are heard"
766 "instead, and I am on my journey. The coach jolts, I wake with a start,"
766 "and the flute has come back again, and the Master at Salem House is"
766 "sitting with his legs crossed, playing it dolefully, while the old woman"
766 "of the house looks on delighted. She fades in her turn, and he fades,"
766 "and all fades, and there is no flute, no Master, no Salem House, no"
766 "David Copperfield, no anything but heavy sleep."
766 ""
766 "I dreamed, I thought, that once while he was blowing into this dismal"
766 "flute, the old woman of the house, who had gone nearer and nearer to him"
766 "in her ecstatic admiration, leaned over the back of his chair and gave"
766 "him an affectionate squeeze round the neck, which stopped his playing"
766 "for a moment. I was in the middle state between sleeping and waking,"
766 "either then or immediately afterwards; for, as he resumed--it was a real"
766 "fact that he had stopped playing--I saw and heard the same old woman ask"
766 "Mrs. Fibbitson if it wasn't delicious (meaning the flute), to which Mrs."
766 "Fibbitson replied, 'Ay, ay! yes!' and nodded at the fire: to which, I am"
766 "persuaded, she gave the credit of the whole performance."
766 ""
766 "When I seemed to have been dozing a long while, the Master at Salem"
766 "House unscrewed his flute into the three pieces, put them up as before,"
766 "and took me away. We found the coach very near at hand, and got upon the"
766 "roof; but I was so dead sleepy, that when we stopped on the road to take"
766 "up somebody else, they put me inside where there were no passengers, and"
766 "where I slept profoundly, until I found the coach going at a footpace up"
766 "a steep hill among green leaves. Presently, it stopped, and had come to"
766 "its destination."
766 ""
766 "A short walk brought us--I mean the Master and me--to Salem House, which"
766 "was enclosed with a high brick wall, and looked very dull. Over a door"
766 "in this wall was a board with SALEM HOUSE upon it; and through a grating"
766 "in this door we were surveyed when we rang the bell by a surly face,"
766 "which I found, on the door being opened, belonged to a stout man with a"
766 "bull-neck, a wooden leg, overhanging temples, and his hair cut close all"
766 "round his head."
766 ""
766 "'The new boy,' said the Master."
766 ""
766 "The man with the wooden leg eyed me all over--it didn't take long, for"
766 "there was not much of me--and locked the gate behind us, and took out"
766 "the key. We were going up to the house, among some dark heavy trees,"
766 "when he called after my conductor. 'Hallo!'"
766 ""
766 "We looked back, and he was standing at the door of a little lodge, where"
766 "he lived, with a pair of boots in his hand."
766 ""
766 "'Here! The cobbler's been,' he said, 'since you've been out, Mr. Mell,"
766 "and he says he can't mend 'em any more. He says there ain't a bit of the"
766 "original boot left, and he wonders you expect it.'"
766 ""
766 "With these words he threw the boots towards Mr. Mell, who went back a"
766 "few paces to pick them up, and looked at them (very disconsolately,"
766 "I was afraid), as we went on together. I observed then, for the first"
766 "time, that the boots he had on were a good deal the worse for wear, and"
766 "that his stocking was just breaking out in one place, like a bud."
766 ""
766 "Salem House was a square brick building with wings; of a bare and"
766 "unfurnished appearance. All about it was so very quiet, that I said to"
766 "Mr. Mell I supposed the boys were out; but he seemed surprised at my"
766 "not knowing that it was holiday-time. That all the boys were at their"
766 "several homes. That Mr. Creakle, the proprietor, was down by the"
766 "sea-side with Mrs. and Miss Creakle; and that I was sent in holiday-time"
766 "as a punishment for my misdoing, all of which he explained to me as we"
766 "went along."
766 ""
766 "I gazed upon the schoolroom into which he took me, as the most forlorn"
766 "and desolate place I had ever seen. I see it now. A long room with three"
766 "long rows of desks, and six of forms, and bristling all round with pegs"
766 "for hats and slates. Scraps of old copy-books and exercises litter the"
766 "dirty floor. Some silkworms' houses, made of the same materials, are"
766 "scattered over the desks. Two miserable little white mice, left behind"
766 "by their owner, are running up and down in a fusty castle made of"
766 "pasteboard and wire, looking in all the corners with their red eyes"
766 "for anything to eat. A bird, in a cage very little bigger than himself,"
766 "makes a mournful rattle now and then in hopping on his perch, two inches"
766 "high, or dropping from it; but neither sings nor chirps. There is a"
766 "strange unwholesome smell upon the room, like mildewed corduroys, sweet"
766 "apples wanting air, and rotten books. There could not well be more ink"
766 "splashed about it, if it had been roofless from its first construction,"
766 "and the skies had rained, snowed, hailed, and blown ink through the"
766 "varying seasons of the year."
766 ""
766 "Mr. Mell having left me while he took his irreparable boots upstairs, I"
766 "went softly to the upper end of the room, observing all this as I crept"
766 "along. Suddenly I came upon a pasteboard placard, beautifully written,"
766 "which was lying on the desk, and bore these words: 'TAKE CARE OF HIM. HE"
766 "BITES.'"
766 ""
766 "I got upon the desk immediately, apprehensive of at least a great dog"
766 "underneath. But, though I looked all round with anxious eyes, I could"
766 "see nothing of him. I was still engaged in peering about, when Mr. Mell"
766 "came back, and asked me what I did up there?"
766 ""
766 "'I beg your pardon, sir,' says I, 'if you please, I'm looking for the"
766 "dog.'"
766 ""
766 "'Dog?' he says. 'What dog?'"
766 ""
766 "'Isn't it a dog, sir?'"
766 ""
766 "'Isn't what a dog?'"
766 ""
766 "'That's to be taken care of, sir; that bites.'"
766 ""
766 "'No, Copperfield,' says he, gravely, 'that's not a dog. That's a boy."
766 "My instructions are, Copperfield, to put this placard on your back. I am"
766 "sorry to make such a beginning with you, but I must do it.' With that he"
766 "took me down, and tied the placard, which was neatly constructed for"
766 "the purpose, on my shoulders like a knapsack; and wherever I went,"
766 "afterwards, I had the consolation of carrying it."
766 ""
766 "What I suffered from that placard, nobody can imagine. Whether it was"
766 "possible for people to see me or not, I always fancied that somebody was"
766 "reading it. It was no relief to turn round and find nobody; for wherever"
766 "my back was, there I imagined somebody always to be. That cruel man with"
766 "the wooden leg aggravated my sufferings. He was in authority; and if he"
766 "ever saw me leaning against a tree, or a wall, or the house, he roared"
766 "out from his lodge door in a stupendous voice, 'Hallo, you sir! You"
766 "Copperfield! Show that badge conspicuous, or I'll report you!' The"
766 "playground was a bare gravelled yard, open to all the back of the house"
766 "and the offices; and I knew that the servants read it, and the butcher"
766 "read it, and the baker read it; that everybody, in a word, who came"
766 "backwards and forwards to the house, of a morning when I was ordered to"
766 "walk there, read that I was to be taken care of, for I bit, I recollect"
766 "that I positively began to have a dread of myself, as a kind of wild boy"
766 "who did bite."
766 ""
766 "There was an old door in this playground, on which the boys had a"
766 "custom of carving their names. It was completely covered with such"
766 "inscriptions. In my dread of the end of the vacation and their coming"
766 "back, I could not read a boy's name, without inquiring in what tone and"
766 "with what emphasis HE would read, 'Take care of him. He bites.' There"
766 "was one boy--a certain J. Steerforth--who cut his name very deep and"
766 "very often, who, I conceived, would read it in a rather strong voice,"
766 "and afterwards pull my hair. There was another boy, one Tommy Traddles,"
766 "who I dreaded would make game of it, and pretend to be dreadfully"
766 "frightened of me. There was a third, George Demple, who I fancied would"
766 "sing it. I have looked, a little shrinking creature, at that door, until"
766 "the owners of all the names--there were five-and-forty of them in the"
766 "school then, Mr. Mell said--seemed to send me to Coventry by general"
766 "acclamation, and to cry out, each in his own way, 'Take care of him. He"
766 "bites!'"
766 ""
766 "It was the same with the places at the desks and forms. It was the same"
766 "with the groves of deserted bedsteads I peeped at, on my way to, and"
766 "when I was in, my own bed. I remember dreaming night after night, of"
766 "being with my mother as she used to be, or of going to a party at Mr."
766 "Peggotty's, or of travelling outside the stage-coach, or of dining again"
766 "with my unfortunate friend the waiter, and in all these circumstances"
766 "making people scream and stare, by the unhappy disclosure that I had"
766 "nothing on but my little night-shirt, and that placard."
766 ""
766 "In the monotony of my life, and in my constant apprehension of the"
766 "re-opening of the school, it was such an insupportable affliction! I had"
766 "long tasks every day to do with Mr. Mell; but I did them, there being"
766 "no Mr. and Miss Murdstone here, and got through them without disgrace."
766 "Before, and after them, I walked about--supervised, as I have mentioned,"
766 "by the man with the wooden leg. How vividly I call to mind the damp"
766 "about the house, the green cracked flagstones in the court, an old leaky"
766 "water-butt, and the discoloured trunks of some of the grim trees, which"
766 "seemed to have dripped more in the rain than other trees, and to have"
766 "blown less in the sun! At one we dined, Mr. Mell and I, at the upper end"
766 "of a long bare dining-room, full of deal tables, and smelling of fat."
766 "Then, we had more tasks until tea, which Mr. Mell drank out of a blue"
766 "teacup, and I out of a tin pot. All day long, and until seven or eight"
766 "in the evening, Mr. Mell, at his own detached desk in the schoolroom,"
766 "worked hard with pen, ink, ruler, books, and writing-paper, making out"
766 "the bills (as I found) for last half-year. When he had put up his things"
766 "for the night he took out his flute, and blew at it, until I almost"
766 "thought he would gradually blow his whole being into the large hole at"
766 "the top, and ooze away at the keys."
766 ""
766 "I picture my small self in the dimly-lighted rooms, sitting with my"
766 "head upon my hand, listening to the doleful performance of Mr. Mell,"
766 "and conning tomorrow's lessons. I picture myself with my books shut up,"
766 "still listening to the doleful performance of Mr. Mell, and listening"
766 "through it to what used to be at home, and to the blowing of the wind"
766 "on Yarmouth flats, and feeling very sad and solitary. I picture myself"
766 "going up to bed, among the unused rooms, and sitting on my bed-side"
766 "crying for a comfortable word from Peggotty. I picture myself coming"
766 "downstairs in the morning, and looking through a long ghastly gash of a"
766 "staircase window at the school-bell hanging on the top of an out-house"
766 "with a weathercock above it; and dreading the time when it shall ring J."
766 "Steerforth and the rest to work: which is only second, in my foreboding"
766 "apprehensions, to the time when the man with the wooden leg shall unlock"
766 "the rusty gate to give admission to the awful Mr. Creakle. I cannot"
766 "think I was a very dangerous character in any of these aspects, but in"
766 "all of them I carried the same warning on my back."
766 ""
766 "Mr. Mell never said much to me, but he was never harsh to me. I suppose"
766 "we were company to each other, without talking. I forgot to mention that"
766 "he would talk to himself sometimes, and grin, and clench his fist, and"
766 "grind his teeth, and pull his hair in an unaccountable manner. But he"
766 "had these peculiarities: and at first they frightened me, though I soon"
766 "got used to them."
766 ""
766 ""
766 ""
766 "<CHAPTER 6. I ENLARGE MY CIRCLE OF ACQUAINTANCE>"
766 ""
766 ""
766 "I HAD led this life about a month, when the man with the wooden leg"
766 "began to stump about with a mop and a bucket of water, from which I"
766 "inferred that preparations were making to receive Mr. Creakle and the"
766 "boys. I was not mistaken; for the mop came into the schoolroom before"
766 "long, and turned out Mr. Mell and me, who lived where we could, and got"
766 "on how we could, for some days, during which we were always in the way"
766 "of two or three young women, who had rarely shown themselves before, and"
766 "were so continually in the midst of dust that I sneezed almost as much"
766 "as if Salem House had been a great snuff-box."
766 ""
766 "One day I was informed by Mr. Mell that Mr. Creakle would be home that"
766 "evening. In the evening, after tea, I heard that he was come. Before"
766 "bedtime, I was fetched by the man with the wooden leg to appear before"
766 "him."
766 ""
766 "Mr. Creakle's part of the house was a good deal more comfortable than"
766 "ours, and he had a snug bit of garden that looked pleasant after the"
766 "dusty playground, which was such a desert in miniature, that I thought"
766 "no one but a camel, or a dromedary, could have felt at home in it. It"
766 "seemed to me a bold thing even to take notice that the passage looked"
766 "comfortable, as I went on my way, trembling, to Mr. Creakle's presence:"
766 "which so abashed me, when I was ushered into it, that I hardly saw"
766 "Mrs. Creakle or Miss Creakle (who were both there, in the parlour), or"
766 "anything but Mr. Creakle, a stout gentleman with a bunch of watch-chain"
766 "and seals, in an arm-chair, with a tumbler and bottle beside him."
766 ""
766 "'So!' said Mr. Creakle. 'This is the young gentleman whose teeth are to"
766 "be filed! Turn him round.'"
766 ""
766 "The wooden-legged man turned me about so as to exhibit the placard; and"
766 "having afforded time for a full survey of it, turned me about again,"
766 "with my face to Mr. Creakle, and posted himself at Mr. Creakle's side."
766 "Mr. Creakle's face was fiery, and his eyes were small, and deep in his"
766 "head; he had thick veins in his forehead, a little nose, and a large"
766 "chin. He was bald on the top of his head; and had some thin wet-looking"
766 "hair that was just turning grey, brushed across each temple, so that"
766 "the two sides interlaced on his forehead. But the circumstance about"
766 "him which impressed me most, was, that he had no voice, but spoke in a"
766 "whisper. The exertion this cost him, or the consciousness of talking in"
766 "that feeble way, made his angry face so much more angry, and his thick"
766 "veins so much thicker, when he spoke, that I am not surprised, on"
766 "looking back, at this peculiarity striking me as his chief one. 'Now,'"
766 "said Mr. Creakle. 'What's the report of this boy?'"
766 ""
766 "'There's nothing against him yet,' returned the man with the wooden leg."
766 "'There has been no opportunity.'"
766 ""
766 "I thought Mr. Creakle was disappointed. I thought Mrs. and Miss Creakle"
766 "(at whom I now glanced for the first time, and who were, both, thin and"
766 "quiet) were not disappointed."
766 ""
766 "'Come here, sir!' said Mr. Creakle, beckoning to me."
766 ""
766 "'Come here!' said the man with the wooden leg, repeating the gesture."
766 ""
766 "'I have the happiness of knowing your father-in-law,' whispered Mr."
766 "Creakle, taking me by the ear; 'and a worthy man he is, and a man of"
766 "a strong character. He knows me, and I know him. Do YOU know me? Hey?'"
766 "said Mr. Creakle, pinching my ear with ferocious playfulness."
766 ""
766 "'Not yet, sir,' I said, flinching with the pain."
766 ""
766 "'Not yet? Hey?' repeated Mr. Creakle. 'But you will soon. Hey?'"
766 ""
766 "'You will soon. Hey?' repeated the man with the wooden leg. I afterwards"
766 "found that he generally acted, with his strong voice, as Mr. Creakle's"
766 "interpreter to the boys."
766 ""
766 "I was very much frightened, and said, I hoped so, if he pleased. I felt,"
766 "all this while, as if my ear were blazing; he pinched it so hard."
766 ""
766 "'I'll tell you what I am,' whispered Mr. Creakle, letting it go at last,"
766 "with a screw at parting that brought the water into my eyes. 'I'm a"
766 "Tartar.'"
766 ""
766 "'A Tartar,' said the man with the wooden leg."
766 ""
766 "'When I say I'll do a thing, I do it,' said Mr. Creakle; 'and when I say"
766 "I will have a thing done, I will have it done.'"
766 ""
766 "'--Will have a thing done, I will have it done,' repeated the man with"
766 "the wooden leg."
766 ""
766 "'I am a determined character,' said Mr. Creakle. 'That's what I am. I"
766 "do my duty. That's what I do. My flesh and blood'--he looked at Mrs."
766 "Creakle as he said this--'when it rises against me, is not my flesh"
766 "and blood. I discard it. Has that fellow'--to the man with the wooden"
766 "leg--'been here again?'"
766 ""
766 "'No,' was the answer."
766 ""
766 "'No,' said Mr. Creakle. 'He knows better. He knows me. Let him keep"
766 "away. I say let him keep away,' said Mr. Creakle, striking his hand upon"
766 "the table, and looking at Mrs. Creakle, 'for he knows me. Now you have"
766 "begun to know me too, my young friend, and you may go. Take him away.'"
766 ""
766 "I was very glad to be ordered away, for Mrs. and Miss Creakle were both"
766 "wiping their eyes, and I felt as uncomfortable for them as I did for"
766 "myself. But I had a petition on my mind which concerned me so nearly,"
766 "that I couldn't help saying, though I wondered at my own courage:"
766 ""
766 "'If you please, sir--'"
766 ""
766 "Mr. Creakle whispered, 'Hah! What's this?' and bent his eyes upon me, as"
766 "if he would have burnt me up with them."
766 ""
766 "'If you please, sir,' I faltered, 'if I might be allowed (I am very"
766 "sorry indeed, sir, for what I did) to take this writing off, before the"
766 "boys come back--'"
766 ""
766 "Whether Mr. Creakle was in earnest, or whether he only did it to"
766 "frighten me, I don't know, but he made a burst out of his chair, before"
766 "which I precipitately retreated, without waiting for the escort of the"
766 "man with the wooden leg, and never once stopped until I reached my own"
766 "bedroom, where, finding I was not pursued, I went to bed, as it was"
766 "time, and lay quaking, for a couple of hours."
766 ""
766 "Next morning Mr. Sharp came back. Mr. Sharp was the first master, and"
766 "superior to Mr. Mell. Mr. Mell took his meals with the boys, but"
766 "Mr. Sharp dined and supped at Mr. Creakle's table. He was a limp,"
766 "delicate-looking gentleman, I thought, with a good deal of nose, and a"
766 "way of carrying his head on one side, as if it were a little too heavy"
766 "for him. His hair was very smooth and wavy; but I was informed by the"
766 "very first boy who came back that it was a wig (a second-hand one HE"
766 "said), and that Mr. Sharp went out every Saturday afternoon to get it"
766 "curled."
766 ""
766 "It was no other than Tommy Traddles who gave me this piece of"
766 "intelligence. He was the first boy who returned. He introduced himself"
766 "by informing me that I should find his name on the right-hand corner of"
766 "the gate, over the top-bolt; upon that I said, 'Traddles?' to which he"
766 "replied, 'The same,' and then he asked me for a full account of myself"
766 "and family."
766 ""
766 "It was a happy circumstance for me that Traddles came back first. He"
766 "enjoyed my placard so much, that he saved me from the embarrassment of"
766 "either disclosure or concealment, by presenting me to every other boy"
766 "who came back, great or small, immediately on his arrival, in this form"
766 "of introduction, 'Look here! Here's a game!' Happily, too, the greater"
766 "part of the boys came back low-spirited, and were not so boisterous at"
766 "my expense as I had expected. Some of them certainly did dance about me"
766 "like wild Indians, and the greater part could not resist the temptation"
766 "of pretending that I was a dog, and patting and soothing me, lest I"
766 "should bite, and saying, 'Lie down, sir!' and calling me Towzer. This"
766 "was naturally confusing, among so many strangers, and cost me some"
766 "tears, but on the whole it was much better than I had anticipated."
766 ""
766 "I was not considered as being formally received into the school,"
766 "however, until J. Steerforth arrived. Before this boy, who was"
766 "reputed to be a great scholar, and was very good-looking, and at least"
766 "half-a-dozen years my senior, I was carried as before a magistrate. He"
766 "inquired, under a shed in the playground, into the particulars of my"
766 "punishment, and was pleased to express his opinion that it was 'a jolly"
766 "shame'; for which I became bound to him ever afterwards."
766 ""
766 "'What money have you got, Copperfield?' he said, walking aside with"
766 "me when he had disposed of my affair in these terms. I told him seven"
766 "shillings."
766 ""
766 "'You had better give it to me to take care of,' he said. 'At least, you"
766 "can if you like. You needn't if you don't like.'"
766 ""
766 "I hastened to comply with his friendly suggestion, and opening"
766 "Peggotty's purse, turned it upside down into his hand."
766 ""
766 "'Do you want to spend anything now?' he asked me."
766 ""
766 "'No thank you,' I replied."
766 ""
766 "'You can, if you like, you know,' said Steerforth. 'Say the word.'"
766 ""
766 "'No, thank you, sir,' I repeated."
766 ""
766 "'Perhaps you'd like to spend a couple of shillings or so, in a bottle of"
766 "currant wine by and by, up in the bedroom?' said Steerforth. 'You belong"
766 "to my bedroom, I find.'"
766 ""
766 "It certainly had not occurred to me before, but I said, Yes, I should"
766 "like that."
766 ""
766 "'Very good,' said Steerforth. 'You'll be glad to spend another shilling"
766 "or so, in almond cakes, I dare say?'"
766 ""
766 "I said, Yes, I should like that, too."
766 ""
766 "'And another shilling or so in biscuits, and another in fruit, eh?' said"
766 "Steerforth. 'I say, young Copperfield, you're going it!'"
766 ""
766 "I smiled because he smiled, but I was a little troubled in my mind, too."
766 ""
766 "'Well!' said Steerforth. 'We must make it stretch as far as we can;"
766 "that's all. I'll do the best in my power for you. I can go out when I"
766 "like, and I'll smuggle the prog in.' With these words he put the money"
766 "in his pocket, and kindly told me not to make myself uneasy; he would"
766 "take care it should be all right. He was as good as his word, if that"
766 "were all right which I had a secret misgiving was nearly all wrong--for"
766 "I feared it was a waste of my mother's two half-crowns--though I had"
766 "preserved the piece of paper they were wrapped in: which was a precious"
766 "saving. When we went upstairs to bed, he produced the whole seven"
766 "shillings' worth, and laid it out on my bed in the moonlight, saying:"
766 ""
766 "'There you are, young Copperfield, and a royal spread you've got.'"
766 ""
766 "I couldn't think of doing the honours of the feast, at my time of life,"
766 "while he was by; my hand shook at the very thought of it. I begged him"
766 "to do me the favour of presiding; and my request being seconded by the"
766 "other boys who were in that room, he acceded to it, and sat upon my"
766 "pillow, handing round the viands--with perfect fairness, I must say--and"
766 "dispensing the currant wine in a little glass without a foot, which was"
766 "his own property. As to me, I sat on his left hand, and the rest were"
766 "grouped about us, on the nearest beds and on the floor."
766 ""
766 "How well I recollect our sitting there, talking in whispers; or their"
766 "talking, and my respectfully listening, I ought rather to say; the"
766 "moonlight falling a little way into the room, through the window,"
766 "painting a pale window on the floor, and the greater part of us in"
766 "shadow, except when Steerforth dipped a match into a phosphorus-box,"
766 "when he wanted to look for anything on the board, and shed a blue glare"
766 "over us that was gone directly! A certain mysterious feeling, consequent"
766 "on the darkness, the secrecy of the revel, and the whisper in which"
766 "everything was said, steals over me again, and I listen to all they tell"
766 "me with a vague feeling of solemnity and awe, which makes me glad that"
766 "they are all so near, and frightens me (though I feign to laugh) when"
766 "Traddles pretends to see a ghost in the corner."
766 ""
766 "I heard all kinds of things about the school and all belonging to it."
766 "I heard that Mr. Creakle had not preferred his claim to being a Tartar"
766 "without reason; that he was the sternest and most severe of masters;"
766 "that he laid about him, right and left, every day of his life, charging"
766 "in among the boys like a trooper, and slashing away, unmercifully. That"
766 "he knew nothing himself, but the art of slashing, being more ignorant"
766 "(J. Steerforth said) than the lowest boy in the school; that he had"
766 "been, a good many years ago, a small hop-dealer in the Borough, and had"
766 "taken to the schooling business after being bankrupt in hops, and making"
766 "away with Mrs. Creakle's money. With a good deal more of that sort,"
766 "which I wondered how they knew."
766 ""
766 "I heard that the man with the wooden leg, whose name was Tungay, was an"
766 "obstinate barbarian who had formerly assisted in the hop business, but"
766 "had come into the scholastic line with Mr. Creakle, in consequence,"
766 "as was supposed among the boys, of his having broken his leg in Mr."
766 "Creakle's service, and having done a deal of dishonest work for him,"
766 "and knowing his secrets. I heard that with the single exception of Mr."
766 "Creakle, Tungay considered the whole establishment, masters and boys,"
766 "as his natural enemies, and that the only delight of his life was to be"
766 "sour and malicious. I heard that Mr. Creakle had a son, who had not been"
766 "Tungay's friend, and who, assisting in the school, had once held some"
766 "remonstrance with his father on an occasion when its discipline was very"
766 "cruelly exercised, and was supposed, besides, to have protested against"
766 "his father's usage of his mother. I heard that Mr. Creakle had turned"
766 "him out of doors, in consequence; and that Mrs. and Miss Creakle had"
766 "been in a sad way, ever since."
766 ""
766 "But the greatest wonder that I heard of Mr. Creakle was, there being one"
766 "boy in the school on whom he never ventured to lay a hand, and that"
766 "boy being J. Steerforth. Steerforth himself confirmed this when it was"
766 "stated, and said that he should like to begin to see him do it. On being"
766 "asked by a mild boy (not me) how he would proceed if he did begin to see"
